Name,EmployeId,Gender,Age,MaritalStatus,EducationField,Qualifications,Vertical,Role,Work Experience,DistanceFromHome,Daily,Hour,Monthly,MonthlyRate,OverTime,Hours,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,TrainingTimesLastYear,Turnover,Travelling,Satisfaction,Engagement,JobLevel,Last Rating,SalaryHike,Work&Life
Shane,IDRD242,M,27,Married,Medical,3,Research & Development,Laboratory Technician,0,16,1141,42,2094,10509,Yes,80,5,0,0,2,5,Yes,Mostly,4,1,1,3,11,3
Shanna,IDRD930,F,22,Married,Life Sciences,5,Research & Development,Laboratory Technician,0,15,1318,46,2984,6022,No,80,2,2,2,2,2,No,Sometimes,1,3,1,3,11,2
Shannon,IDRD151,F,37,Divorced,Medical,4,Research & Development,Research Scientist,4,1,401,62,2280,10241,No,80,3,2,1,2,2,No,Mostly,2,3,1,3,16,3
Shannon,IDRD629,M,31,Divorced,Medical,4,Research & Development,Laboratory Technician,9,1,1432,45,1893,19313,No,80,5,3,1,2,2,No,Sometimes,4,3,1,3,17,3
Shari,IDRD751,F,34,Married,Human Resources,3,Research & Development,Laboratory Technician,3,5,132,82,2713,12813,No,80,2,3,2,2,5,No,Sometimes,1,3,1,3,13,2
Sharon,IDSL021,F,30,Divorced,Life Sciences,4,Sales,Sales Executive,1,1,1095,87,6605,2629,No,80,5,4,0,4,3,No,Sometimes,1,3,2,3,12,3
Shaun,IDSL249,M,34,Divorced,Technical Degree,3,Sales,Sales Executive,3,1,526,44,4326,11430,Yes,80,0,0,0,0,2,No,Sometimes,4,3,2,3,15,4
Shauna,IDRD911,F,55,Single,Life Sciences,5,Research & Development,Laboratory Technician,3,16,1371,79,3742,20582,No,80,1,0,0,0,5,No,Mostly,4,1,1,4,20,3
Shawn,IDRD149,M,28,Married,Medical,4,Research & Development,Laboratory Technician,1,4,626,52,2985,12124,No,80,5,2,0,4,5,No,Sometimes,3,3,1,3,14,3
Shawn,IDRD865,F,44,Married,Life Sciences,4,Research & Development,Manufacturing Director,7,9,1337,86,5671,4825,No,80,15,5,7,7,2,No,Sometimes,2,4,2,3,11,3
Shawna,IDSL321,F,28,Divorced,Marketing,3,Sales,Sales Representative,1,10,149,47,9800,20575,No,80,1,0,0,0,5,Yes,Sometimes,4,3,1,3,13,3
Shayla,IDSL423,F,28,Single,Medical,3,Sales,Sales Representative,1,4,198,89,2208,19126,Yes,80,7,7,0,0,2,Yes,Sometimes,1,3,1,3,18,1
Sheila,IDRD212,F,29,Single,Life Sciences,3,Research & Development,Research Scientist,1,8,848,61,6697,13319,No,80,8,4,7,7,4,No,Mostly,3,3,2,3,17,3
Shelby,IDRD321,F,31,Married,Life Sciences,3,Research & Development,Research Scientist,1,18,1362,68,2064,24937,No,80,7,5,1,7,4,No,Sometimes,1,4,1,3,14,1
Sheldon,IDRD789,M,52,Married,Life Sciences,4,Research & Development,Research Director,2,4,1404,75,18134,10704,Yes,80,4,0,0,3,2,No,Sometimes,4,2,5,4,22,3
Shelia,IDRD694,F,34,Divorced,Life Sciences,3,Research & Development,Healthcare Representative,5,8,177,85,15828,11378,Yes,80,9,8,7,7,4,Yes,Sometimes,4,3,3,3,13,3
Shelley,IDHR036,F,35,Divorced,Medical,2,Human Resources,Research Scientist,1,13,1185,32,2922,22023,Yes,80,1,8,0,7,6,No,No,4,3,1,4,25,3
Shelly,IDRD463,F,40,Single,Life Sciences,1,Research & Development,Research Scientist,1,17,527,67,1118,9803,No,80,6,0,0,4,2,No,Sometimes,3,2,1,4,22,3
Sheri,IDSL277,F,39,Married,Technical Degree,4,Sales,Sales Executive,1,5,1492,100,4314,17658,Yes,80,10,7,2,8,2,Yes,Sometimes,2,3,2,3,12,2
Sherman,IDRD782,M,30,Divorced,Life Sciences,4,Research & Development,Manufacturing Director,4,29,698,53,9631,3138,No,80,1,0,0,0,2,No,Sometimes,3,2,2,4,25,3
Sherri,IDSL231,F,36,Divorced,Marketing,3,Sales,Sales Executive,3,14,697,52,9861,13688,Yes,80,9,0,1,0,2,Yes,Sometimes,3,3,3,3,12,3
Sherrie,IDRD824,F,54,Married,Medical,3,Research & Development,Manager,2,5,640,75,13632,17652,No,80,1,7,0,0,2,No,Sometimes,3,2,4,3,18,3
Sherry,IDSL096,F,41,Single,Marketing,3,Sales,Sales Executive,1,7,728,90,7196,20554,No,80,10,8,0,9,3,No,Mostly,3,3,3,3,12,3
Sheryl,IDRD489,F,41,Married,Medical,2,Research & Development,Laboratory Technician,8,2,852,73,7451,9438,No,80,7,7,0,7,2,No,Sometimes,2,4,3,3,15,2
Shirley,IDRD059,F,53,Divorced,Medical,3,Research & Development,Research Director,7,26,1388,66,15603,22134,Yes,80,25,4,10,13,1,No,Sometimes,2,3,4,3,14,4
Sidney,IDRD473,M,28,Divorced,Medical,1,Research & Development,Human Resources,1,4,1027,97,2373,5954,No,80,3,2,2,2,2,No,Sometimes,4,3,1,3,13,2
Sienna,IDRD961,F,54,Divorced,Medical,2,Research & Development,Laboratory Technician,2,10,298,87,3915,13989,Yes,80,5,4,1,3,3,No,Sometimes,2,3,1,3,16,3
Sierra,IDHR028,F,39,Married,Medical,4,Human Resources,Human Resources,1,26,155,47,9991,25917,No,80,7,7,1,7,2,No,Sometimes,3,2,3,3,19,3
Silas,IDRD689,M,39,Divorced,Medical,3,Research & Development,Healthcare Representative,4,10,1333,54,5725,15077,No,80,5,3,0,7,2,No,Mostly,4,3,2,4,20,4
Simon,IDRD537,M,36,Divorced,Medical,4,Research & Development,Research Scientist,1,18,190,32,5002,2983,Yes,80,10,8,5,7,5,No,Mostly,1,2,2,3,11,2
Skylar,IDRD555,F,38,Married,Life Sciences,3,Research & Development,Laboratory Technician,1,2,436,45,4163,5718,No,80,10,9,8,7,1,No,Sometimes,3,4,2,3,11,3
Skyler,IDRD766,M,46,Single,Life Sciences,4,Research & Development,Healthcare Representative,2,1,860,62,6494,2191,No,80,4,0,0,0,4,No,Sometimes,2,3,2,3,14,4
Sofia,IDSL164,F,42,Married,Marketing,3,Sales,Sales Executive,1,15,449,58,16929,24053,Yes,80,30,6,5,6,2,No,Sometimes,4,2,3,3,15,3
Solomon,IDRD867,M,43,Divorced,Life Sciences,3,Research & Development,Laboratory Technician,1,7,1495,44,2304,15922,No,80,4,0,1,3,2,No,Sometimes,1,3,1,4,23,3
Sonia,IDSL264,F,47,Married,Marketing,3,Sales,Manager,2,12,1471,92,17070,13031,No,80,3,12,4,4,4,No,Sometimes,4,3,4,3,12,3
Sonja,IDRD758,F,31,Divorced,Medical,2,Research & Development,Manufacturing Director,1,5,1159,91,6374,15450,No,80,3,2,1,2,4,No,Sometimes,1,2,2,3,13,3
Sonya,IDSL266,F,29,Married,Medical,5,Sales,Sales Executive,0,11,1344,83,1129,21039,No,80,1,4,0,0,5,Yes,Mostly,1,3,1,3,19,2
Sophia,IDRD129,F,45,Married,Life Sciences,4,Research & Development,Manufacturing Director,1,26,714,43,4057,19401,Yes,80,10,6,1,8,2,No,Sometimes,4,2,2,3,14,3
Sophie,IDRD374,F,28,Married,Other,5,Research & Development,Research Scientist,1,5,425,36,4891,6927,No,80,3,3,1,2,2,No,Mostly,3,3,1,3,15,3
Spencer,IDRD369,M,39,Single,Life Sciences,4,Research & Development,Research Scientist,6,13,502,33,2724,22913,No,80,4,2,2,2,2,Yes,Mostly,3,2,1,3,16,3
Stacey,IDSL143,F,46,Single,Life Sciences,3,Sales,Sales Executive,4,3,925,82,5634,25028,No,80,1,0,0,0,2,Yes,No,2,3,2,3,17,3
Stacie,IDSL362,F,36,Single,Life Sciences,2,Sales,Sales Executive,7,6,1144,84,2369,13198,No,80,9,0,0,0,3,No,Mostly,3,3,2,3,14,3
Stacy,IDSL129,F,29,Married,Life Sciences,2,Sales,Sales Executive,1,2,1149,49,2970,12888,No,80,3,2,0,2,6,Yes,Sometimes,2,3,1,3,18,3
Stanley,IDRD157,M,36,Divorced,Medical,2,Research & Development,Research Scientist,7,29,939,76,3347,14462,No,80,14,12,3,2,3,No,Sometimes,1,3,2,3,11,1
Stefanie,IDRD761,F,35,Married,Medical,4,Research & Development,Laboratory Technician,5,2,657,37,4896,5459,Yes,80,2,2,1,2,5,No,Sometimes,3,4,1,4,23,3
Stella,IDSL124,F,36,Married,Life Sciences,4,Sales,Sales Executive,8,15,1345,71,9728,25554,Yes,80,1,0,0,0,2,No,Sometimes,4,2,3,3,12,3
Stephanie,IDRD048,F,28,Married,Life Sciences,3,Research & Development,Research Scientist,1,21,417,88,2275,17622,Yes,80,8,2,0,0,1,No,Sometimes,1,2,1,3,11,3
Stephen,IDSL015,M,31,Married,Medical,1,Sales,Sales Executive,3,6,315,93,4292,26862,No,80,6,4,0,2,5,No,Sometimes,3,3,2,3,18,4
Sterling,IDRD888,M,35,Single,Life Sciences,3,Research & Development,Healthcare Representative,1,2,611,53,6204,24570,No,80,10,8,5,8,2,No,Sometimes,2,3,2,3,12,4
Steve,IDHR014,M,58,Married,Life Sciences,1,Human Resources,Manager,3,24,804,93,13879,15392,Yes,80,6,14,1,14,3,No,Sometimes,3,2,4,3,13,3
Steven,IDRD018,M,48,Married,Life Sciences,3,Research & Development,Research Scientist,9,10,111,97,2213,21462,No,80,5,1,0,3,4,No,No,2,3,1,3,13,3
Stewart,IDRD870,M,33,Divorced,Life Sciences,3,Research & Development,Healthcare Representative,4,19,116,76,4878,22498,No,80,3,2,1,2,2,No,No,1,3,2,3,11,3
Stuart,IDRD511,M,41,Married,Other,2,Research & Development,Healthcare Representative,4,2,584,95,4141,17322,No,80,13,15,1,9,2,No,No,4,2,2,3,14,2
Sue,IDRD329,F,23,Divorced,Medical,2,Research & Development,Research Scientist,1,1,1406,92,2606,10895,No,80,6,4,0,2,2,No,Sometimes,1,2,1,3,14,4
Summer,IDRD485,F,25,Married,Life Sciences,1,Research & Development,Laboratory Technician,1,14,1427,71,2944,16985,Yes,80,2,3,1,2,2,Yes,Mostly,3,2,1,3,11,4
Susan,IDRD025,F,59,Divorced,Medical,2,Research & Development,Manufacturing Director,9,19,571,44,6993,5748,Yes,80,6,4,1,2,2,No,No,2,3,2,3,14,3
Susie,IDSL232,F,30,Single,Marketing,3,Sales,Sales Representative,1,14,397,57,3594,3355,No,80,3,2,1,2,0,Yes,Sometimes,3,2,1,3,13,3
Suzanne,IDRD227,F,35,Married,Medical,4,Research & Development,Healthcare Representative,0,1,1129,96,4273,6175,No,80,13,12,11,2,1,No,Sometimes,2,2,2,4,21,3
Sydney,IDRD276,F,29,Single,Life Sciences,1,Research & Development,Laboratory Technician,1,5,158,37,3960,9329,No,80,0,0,0,0,3,No,Sometimes,2,3,1,3,14,4
Sylvester,IDRD743,M,37,Married,Life Sciences,2,Research & Development,Laboratory Technician,5,20,142,69,2626,5235,No,80,0,0,0,0,5,Yes,Sometimes,2,2,1,3,14,2
Sylvia,IDSL093,F,29,Married,Technical Degree,3,Sales,Sales Executive,1,1,978,52,5821,4492,No,80,1,0,0,0,0,No,Sometimes,2,1,2,3,11,3
Tabitha,IDRD574,F,57,Single,Life Sciences,3,Research & Development,Manager,3,5,617,93,17720,12982,No,80,5,2,1,2,6,No,Sometimes,3,3,5,3,13,4
Talia,IDRD965,F,42,Single,Life Sciences,3,Research & Development,Research Scientist,1,7,359,81,3024,17283,No,80,8,3,1,0,3,No,Mostly,4,2,1,3,13,3
Tamara,IDRD338,F,22,Married,Medical,2,Research & Development,Laboratory Technician,1,7,1492,36,3047,2125,No,80,8,7,0,5,2,No,Sometimes,2,3,1,3,17,2
Tami,IDRD790,F,43,Divorced,Medical,5,Research & Development,Manager,3,10,734,96,17536,2227,No,80,8,7,6,7,4,No,Sometimes,1,3,5,3,15,3
Tammie,IDSL398,F,27,Married,Life Sciences,3,Sales,Sales Executive,1,9,1171,32,6224,8033,No,80,5,4,0,4,3,No,Sometimes,4,3,2,3,13,2
Tammy,IDRD139,F,24,Married,Other,3,Research & Development,Research Scientist,1,1,1160,82,2004,22784,No,80,1,0,0,0,6,No,Sometimes,3,3,1,4,22,1
Tania,IDRD897,F,48,Married,Medical,4,Research & Development,Research Scientist,1,1,968,98,2317,25089,Yes,80,2,2,0,2,4,No,Sometimes,4,3,1,3,11,2
Tanner,IDRD430,M,39,Married,Medical,4,Research & Development,Manufacturing Director,6,10,1328,75,3234,24766,No,80,5,4,1,3,1,No,Sometimes,4,3,1,3,18,3
Tanya,IDRD362,F,26,Divorced,Life Sciences,3,Research & Development,Laboratory Technician,1,5,582,93,3471,12554,No,80,10,0,0,10,6,No,Sometimes,3,2,2,3,11,3
Tara,IDRD257,F,59,Married,Life Sciences,3,Research & Development,Manager,7,5,1479,99,17639,20242,No,80,5,2,0,2,3,No,Mostly,4,3,3,3,12,3
Tasha,IDSL370,F,36,Married,Medical,4,Sales,Sales Executive,8,8,561,80,8725,13590,No,80,11,10,9,0,3,No,Sometimes,4,3,3,3,12,3
Tatiana,IDSL404,F,47,Married,Medical,3,Sales,Sales Executive,1,10,350,62,4699,14898,No,80,5,2,1,4,2,No,Sometimes,2,3,2,3,14,3
Taylor,IDRD146,F,37,Divorced,Other,3,Research & Development,Manager,0,29,624,69,18944,6622,No,80,5,2,0,7,6,Yes,Sometimes,2,2,3,4,20,1
Taylor,IDRD378,M,36,Single,Other,3,Research & Development,Healthcare Representative,1,16,129,86,9529,12819,No,80,10,7,4,7,2,Yes,Mostly,4,2,3,4,20,1
Ted,IDRD509,M,21,Married,Other,3,Research & Development,Research Scientist,1,20,593,30,2898,22473,No,80,3,2,1,8,2,No,Sometimes,3,3,1,3,19,3
Teddy,IDHR060,M,26,Single,Technical Degree,3,Human Resources,Sales Representative,1,7,709,100,2918,5108,Yes,80,2,2,2,2,2,Yes,Mostly,1,2,1,3,14,3
Terence,IDSL379,M,52,Married,Life Sciences,3,Sales,Sales Executive,4,28,1304,41,19107,20656,No,80,5,3,0,3,2,No,Sometimes,3,2,3,3,12,2
Teresa,IDRD107,F,35,Married,Life Sciences,3,Research & Development,Manufacturing Director,1,28,111,47,9043,26134,No,80,10,8,14,8,1,No,Sometimes,2,4,3,3,11,2
Teri,IDRD723,F,24,Divorced,Life Sciences,3,Research & Development,Laboratory Technician,1,1,1130,71,2677,23252,No,80,4,1,0,0,1,No,No,4,3,1,3,11,3
Terrance,IDHR040,M,53,Married,Other,2,Human Resources,Human Resources,1,1,594,93,6847,17291,No,80,6,4,0,3,1,No,Mostly,4,3,2,4,23,3
Terrell,IDSL384,M,29,Single,Human Resources,3,Sales,Sales Representative,0,13,415,86,2330,18137,No,80,7,2,0,4,3,Yes,Sometimes,1,4,1,3,18,2
Terrence,IDSL253,M,29,Married,Marketing,3,Sales,Sales Executive,1,27,990,98,1318,11180,No,80,1,1,0,0,2,Yes,Sometimes,3,2,2,3,14,4
Terri,IDRD322,F,38,Married,Technical Degree,4,Research & Development,Research Director,3,2,687,86,10643,24027,No,80,13,2,0,1,5,No,Sometimes,4,3,4,3,11,3
Terry,IDSL048,M,57,Single,Marketing,3,Sales,Sales Representative,2,2,1470,56,2102,20380,No,80,4,2,0,0,3,Yes,No,1,2,1,3,18,2
Terry,IDSL216,F,54,Divorced,Marketing,4,Sales,Manager,3,21,666,50,19477,2505,No,80,7,7,7,7,3,No,No,2,2,5,3,17,3
Tessa,IDRD656,F,46,Single,Life Sciences,3,Research & Development,Laboratory Technician,1,2,897,59,3941,6827,No,80,14,4,5,9,3,Yes,Sometimes,3,2,1,3,18,3
Thelma,IDRD226,F,21,Single,Medical,3,Research & Development,Research Scientist,6,1,864,90,4012,26914,No,80,2,2,2,2,2,No,No,1,3,1,3,13,1
Theodore,IDRD207,M,43,Married,Human Resources,3,Research & Development,Research Director,2,26,1030,92,19215,9625,Yes,80,7,7,7,7,5,No,Sometimes,4,3,4,4,24,4
Theresa,IDSL052,F,54,Divorced,Marketing,4,Sales,Manager,2,29,719,93,19757,8087,No,80,22,2,6,12,5,No,Mostly,2,3,4,3,12,4
Therese,IDSL400,F,40,Divorced,Technical Degree,3,Sales,Sales Executive,9,8,1206,34,5007,18914,No,80,13,2,0,2,3,No,Sometimes,2,1,2,3,11,3
Thomas,IDRD007,M,42,Single,Medical,2,Research & Development,Laboratory Technician,1,9,1296,40,3616,3450,No,80,10,1,4,7,2,Yes,Sometimes,4,2,1,3,15,3
Tia,IDRD825,F,48,Married,Life Sciences,4,Research & Development,Laboratory Technician,1,19,447,32,2788,15940,Yes,80,0,0,0,3,3,No,Sometimes,2,4,1,3,13,2
Tiffany,IDRD125,F,48,Married,Technical Degree,2,Research & Development,Research Director,4,8,195,76,13432,9985,Yes,80,7,5,7,7,1,No,Sometimes,3,3,4,3,14,3
Tim,IDHR033,M,31,Married,Life Sciences,3,Human Resources,Laboratory Technician,7,10,618,70,2726,25235,Yes,80,1,0,0,0,3,Yes,No,1,2,1,3,12,1
Timothy,IDRD026,M,37,Divorced,Life Sciences,4,Research & Development,Research Scientist,3,4,586,41,2876,23877,No,80,8,7,0,0,1,No,No,4,1,1,3,12,3
Tina,IDSL070,F,28,Divorced,Marketing,3,Sales,Sales Executive,7,21,1155,87,8893,7512,No,80,2,3,0,0,1,No,Sometimes,3,3,2,3,19,2
Toby,IDHR058,M,38,Married,Medical,4,Human Resources,Human Resources,1,13,653,46,6524,23321,No,80,10,9,4,8,2,No,No,2,2,2,3,14,3
Todd,IDHR011,M,36,Divorced,Medical,3,Human Resources,Sales Representative,5,1,363,74,3023,16313,No,80,1,0,0,0,3,No,Sometimes,3,4,1,3,14,3
Tom,IDSL157,M,50,Married,Technical Degree,3,Sales,Human Resources,1,21,922,87,17475,2125,Yes,80,20,8,9,9,4,No,Mostly,1,4,3,3,19,2
Tomas,IDRD956,M,30,Divorced,Life Sciences,4,Research & Development,Manufacturing Director,1,15,1425,80,6027,16128,No,80,13,11,10,4,3,No,Mostly,1,2,2,3,11,3
Tommie,IDSL407,M,48,Married,Human Resources,3,Sales,Sales Executive,2,3,1214,77,7723,10286,No,80,3,2,1,2,5,No,Sometimes,4,3,3,3,13,3
Tommy,IDRD271,M,55,Divorced,Medical,3,Research & Development,Research Scientist,3,6,1012,50,13403,15286,Yes,80,5,4,6,3,3,No,Sometimes,3,2,5,3,12,3
Toni,IDRD412,F,54,Married,Medical,3,Research & Development,Research Scientist,1,22,182,94,2889,2320,No,80,5,4,0,1,3,No,Mostly,4,4,1,3,16,3
Tony,IDSL086,M,24,Married,Human Resources,3,Sales,Sales Executive,1,9,107,81,6348,13831,No,80,6,2,0,2,3,No,Mostly,2,2,2,3,18,3
Tonya,IDRD372,F,22,Single,Medical,3,Research & Development,Research Scientist,0,19,1093,76,2438,24331,No,80,0,0,1,0,6,Yes,Sometimes,1,2,1,3,16,3
Tori,IDRD811,F,41,Single,Technical Degree,4,Research & Development,Research Scientist,1,3,697,90,4406,15470,No,80,10,9,0,8,4,No,Sometimes,2,3,2,3,15,3
Tracey,IDSL222,F,33,Single,Marketing,3,Sales,Sales Representative,1,26,1492,41,2280,16258,No,80,6,1,1,7,3,No,Sometimes,3,3,1,3,17,3
Traci,IDRD634,F,40,Divorced,Medical,4,Research & Development,Research Director,7,9,600,37,18109,25251,Yes,80,20,5,0,6,1,No,Mostly,2,3,5,3,13,2
Tracie,IDRD873,F,52,Divorced,Life Sciences,4,Research & Development,Manufacturing Director,1,14,515,87,5029,26123,Yes,80,10,8,4,9,2,Yes,Sometimes,4,2,2,3,11,3
Tracy,IDHR013,F,36,Single,Life Sciences,3,Human Resources,Human Resources,1,6,611,82,4576,15751,No,80,7,7,1,7,2,No,No,3,3,2,3,13,2
Tracy,IDRD578,M,44,Married,Life Sciences,3,Research & Development,Research Director,8,7,969,86,19231,12294,No,80,5,0,0,2,3,No,Sometimes,3,3,3,3,12,1
Travis,IDRD147,M,31,Divorced,Medical,2,Research & Development,Manufacturing Director,0,11,630,60,4095,14045,Yes,80,9,7,2,2,3,No,Mostly,3,3,2,3,12,3
Trent,IDRD641,M,33,Married,Life Sciences,3,Research & Development,Laboratory Technician,4,8,1075,30,2127,17657,No,80,3,2,1,2,6,No,No,1,3,1,3,14,3
Trenton,IDRD598,M,44,Single,Medical,4,Research & Development,Research Scientist,0,1,1359,73,2426,11393,Yes,80,5,14,1,4,6,No,Sometimes,3,3,1,3,14,2
Trevor,IDRD272,M,47,Divorced,Medical,3,Research & Development,Manufacturing Director,3,1,942,94,3438,7305,No,80,2,2,2,2,2,No,Sometimes,2,3,3,3,11,3
Trey,IDRD788,M,46,Divorced,Medical,3,Research & Development,Manager,0,4,1112,56,13833,11454,No,80,25,16,15,13,3,No,No,1,3,3,3,14,4
Tricia,IDRD749,F,36,Divorced,Life Sciences,3,Research & Development,Manufacturing Director,2,1,132,43,8159,5354,No,80,3,1,1,3,3,No,Sometimes,3,3,3,3,18,3
Trina,IDRD849,F,18,Married,Life Sciences,3,Research & Development,Research Scientist,1,5,1357,84,1903,26664,Yes,80,6,3,0,2,4,Yes,Mostly,3,2,1,3,17,3
Trinity,IDSL248,F,42,Married,Marketing,3,Sales,Sales Executive,4,7,109,100,6072,19198,Yes,80,7,9,1,5,6,No,Sometimes,3,3,2,3,18,4
Trisha,IDSL350,F,37,Married,Medical,3,Sales,Sales Executive,1,9,290,67,4216,21016,No,80,10,7,5,10,3,No,Sometimes,1,3,3,3,12,2
Tristan,IDSL183,M,38,Married,Life Sciences,4,Sales,Manager,4,6,989,34,17854,25336,Yes,80,10,9,5,7,4,No,Sometimes,2,3,5,3,15,4
Troy,IDRD231,M,37,Married,Medical,3,Research & Development,Research Scientist,1,6,1176,63,2728,6830,Yes,80,3,2,0,3,3,No,Sometimes,2,4,1,3,17,3
Tucker,IDRD755,M,43,Divorced,Technical Degree,1,Research & Development,Manager,7,2,555,59,12835,8334,No,80,1,0,0,0,3,No,Sometimes,4,3,4,3,11,3
Ty,IDSL331,M,46,Single,Other,4,Sales,Sales Executive,1,8,165,87,8507,3418,No,80,14,14,15,10,6,No,Sometimes,3,3,4,3,16,3
Tyler,IDSL029,M,37,Married,Medical,2,Sales,Sales Representative,1,2,309,76,2005,9379,No,80,3,1,0,2,2,No,Sometimes,3,3,1,4,22,3
Tyrone,IDSL239,M,35,Married,Life Sciences,4,Sales,Manager,2,3,542,79,19834,3965,No,80,7,4,0,0,3,No,Mostly,4,3,4,4,25,4
Tyson,IDSL318,M,19,Married,Marketing,2,Sales,Sales Representative,2,27,323,69,2272,8867,No,80,1,0,0,0,3,Yes,Sometimes,1,3,1,3,12,3
Valentina,IDRD806,F,33,Single,Technical Degree,4,Research & Development,Research Scientist,1,6,562,64,2716,26011,No,80,6,7,3,3,5,No,Mostly,3,3,1,3,11,3
Valeria,IDRD556,F,30,Married,Life Sciences,4,Research & Development,Healthcare Representative,7,27,990,70,11569,22373,Yes,80,1,0,0,3,3,Yes,Sometimes,3,1,3,4,21,2
Valerie,IDRD188,F,39,Single,Life Sciences,3,Research & Development,Laboratory Technician,8,1,472,62,6966,23873,No,80,3,0,0,1,4,No,Sometimes,1,3,2,3,13,3
Vanessa,IDSL078,F,42,Single,Marketing,3,Sales,Sales Executive,7,3,689,56,19815,13150,Yes,80,8,6,4,3,2,No,Sometimes,3,3,3,3,12,3
Velma,IDRD468,F,37,Single,Medical,3,Research & Development,Laboratory Technician,0,2,1396,42,3509,12691,No,80,4,4,1,2,3,No,Sometimes,1,2,1,3,11,2
Vera,IDRD334,F,40,Divorced,Medical,3,Research & Development,Manufacturing Director,4,11,408,88,4323,10967,No,80,7,7,1,1,2,No,Mostly,2,1,2,3,12,3
Verna,IDRD534,F,42,Single,Life Sciences,4,Research & Development,Research Director,9,2,602,36,15876,26623,No,80,20,7,4,17,3,No,Sometimes,4,3,4,3,14,3
Vernon,IDRD324,M,42,Married,Other,4,Research & Development,Manager,2,2,1319,79,15233,23424,No,80,4,4,1,1,2,No,Sometimes,1,3,5,3,11,3
Veronica,IDRD222,F,48,Divorced,Medical,2,Research & Development,Laboratory Technician,9,4,1334,35,4256,20324,Yes,80,5,0,0,7,6,No,Sometimes,3,2,2,4,23,3
Vicki,IDSL145,F,42,Single,Medical,1,Sales,Sales Executive,3,9,879,87,4877,8646,No,80,1,1,0,0,6,No,Sometimes,2,2,2,3,12,4
Vickie,IDRD396,F,41,Single,Life Sciences,2,Research & Development,Healthcare Representative,1,7,1352,50,5236,10251,No,80,9,7,3,7,3,No,Sometimes,3,4,2,3,12,2
Vicky,IDSL304,F,40,Married,Marketing,1,Sales,Sales Executive,1,21,259,95,19650,5596,Yes,80,9,7,1,7,3,No,Sometimes,3,2,5,3,12,3
Victor,IDSL065,M,28,Single,Life Sciences,2,Sales,Sales Executive,1,4,1148,40,4085,14452,Yes,80,4,2,0,8,5,Yes,Sometimes,3,3,2,3,16,2
Victoria,IDRD083,F,31,Single,Life Sciences,4,Research & Development,Research Director,5,21,561,73,19403,23722,No,80,2,2,2,2,2,No,No,4,3,3,3,12,3
Vincent,IDSL061,M,22,Married,Marketing,2,Sales,Sales Executive,1,1,432,32,4700,16820,No,80,10,7,1,4,2,No,No,4,3,2,3,12,3
Viola,IDSL169,F,27,Married,Marketing,1,Sales,Sales Executive,1,24,1463,38,1125,8139,No,80,7,7,1,7,2,No,No,4,1,2,3,14,3
Violet,IDRD327,F,44,Single,Life Sciences,4,Research & Development,Laboratory Technician,0,19,409,71,5908,9677,No,80,0,8,5,3,6,No,Sometimes,1,4,2,3,15,4
Virgil,IDSL258,M,37,Married,Marketing,4,Sales,Sales Executive,0,18,1444,46,6527,26068,No,80,10,16,0,9,3,No,Sometimes,3,1,2,3,18,2
Virginia,IDRD061,F,37,Divorced,Life Sciences,2,Research & Development,Healthcare Representative,1,8,645,77,7705,18901,No,80,16,8,5,8,6,No,Sometimes,4,3,3,3,12,3
Vivian,IDRD239,F,32,Married,Life Sciences,4,Research & Development,Laboratory Technician,3,17,819,36,6415,25871,No,80,3,0,1,2,2,No,Sometimes,1,3,2,4,20,3
Wade,IDRD516,M,39,Single,Life Sciences,3,Research & Development,Laboratory Technician,1,28,1282,81,3130,21384,Yes,80,1,0,0,0,2,Yes,No,4,2,1,4,23,3
Wallace,IDRD483,M,30,Married,Medical,1,Research & Development,Laboratory Technician,9,1,797,83,2339,21968,No,80,4,2,1,2,2,No,Sometimes,4,3,1,3,14,2
Walter,IDSL028,M,26,Single,Medical,4,Sales,Sales Executive,8,6,330,39,4312,24482,Yes,80,3,2,1,1,6,Yes,Sometimes,4,3,2,3,17,3
Wanda,IDRD176,F,40,Married,Medical,3,Research & Development,Laboratory Technician,4,4,830,42,3931,2227,Yes,80,4,2,1,3,1,No,Mostly,2,3,2,3,12,2
Warren,IDRD267,M,29,Married,Medical,4,Research & Development,Healthcare Representative,0,8,107,61,4829,12803,No,80,6,3,0,1,4,No,Sometimes,1,3,2,3,16,2
Wayne,IDRD126,M,33,Single,Medical,3,Research & Development,Healthcare Representative,2,11,325,93,6504,20088,No,80,5,3,0,2,5,No,Mostly,2,2,2,3,12,3
Wendell,IDSL307,M,32,Single,Life Sciences,2,Sales,Sales Representative,6,9,1471,32,2707,26110,No,80,3,2,1,0,5,No,No,3,3,1,4,21,4
Wendy,IDRD183,F,34,Married,Other,4,Research & Development,Manufacturing Director,3,10,1083,100,5561,18624,No,80,7,7,1,7,2,No,No,3,1,3,3,14,4
Wesley,IDRD225,M,31,Single,Life Sciences,3,Research & Development,Research Scientist,1,8,213,90,4675,3293,No,80,5,2,1,5,6,No,Mostly,1,3,2,3,14,2
Weston,IDRD697,M,40,Divorced,Life Sciences,3,Research & Development,Manufacturing Director,3,18,924,59,10140,25738,No,80,6,3,0,0,2,No,Mostly,2,4,5,3,11,3
